Entity,Code,Year,"Homicide rate per 100,000 population - Male - All ages","Homicide rate per 100,000 population - Female - All ages",Continent
Abkhazia,OWID_ABK,2015,,,Asia
Afghanistan,AFG,2018,,1.4390535,
Afghanistan,AFG,2019,,1.274152,
Afghanistan,AFG,2015,,,Asia
Africa (UN),,2000,22.495455,4.896529,
Africa (UN),,2001,22.3929,4.8821993,
Africa (UN),,2002,22.267588,4.873816,
Africa (UN),,2003,21.533895,4.742347,
Africa (UN),,2004,21.125988,4.653395,
Africa (UN),,2005,20.89501,4.5973587,
Africa (UN),,2006,21.028109,4.56095,
Africa (UN),,2007,20.65896,4.516514,
Africa (UN),,2008,20.61896,4.438249,
Africa (UN),,2009,20.189137,4.551408,
Africa (UN),,2010,19.918777,4.585107,
Africa (UN),,2011,20.109203,4.5198946,
Africa (UN),,2012,20.21572,4.509749,
Africa (UN),,2013,20.231413,4.52926,
Africa (UN),,2014,20.455252,4.550145,
Africa (UN),,2015,20.195,4.570774,
Africa (UN),,2016,20.152252,4.5470304,
Africa (UN),,2017,20.53212,4.527069,
Africa (UN),,2018,20.195713,4.465843,
Africa (UN),,2019,20.229465,4.4223237,
Africa (UN),,2020,19.75433,4.4011393,
Africa (UN),,2021,20.752157,4.581525,
Akrotiri and Dhekelia,OWID_AKD,2015,,,Asia
Aland Islands,ALA,2015,,,Europe
Albania,ALB,1992,6.943821,0.8572186,
Albania,ALB,1993,10.51989,0.9772813,
Albania,ALB,1994,6.0430408,0.7320633,
Albania,ALB,1995,14.164978,1.5858861,
Albania,ALB,1996,14.934878,1.709849,
Albania,ALB,1997,71.38472,10.839451,
Albania,ALB,1998,35.664993,5.3520083,
Albania,ALB,1999,29.330063,4.0221853,
Albania,ALB,2000,7.4797564,0.81025714,
Albania,ALB,2001,11.580672,2.4518077,
Albania,ALB,2002,11.43055,2.476082,
Albania,ALB,2003,9.448926,1.3475143,
Albania,ALB,2004,7.3622622,1.2326849,
Albania,ALB,2005,8.817132,1.3777657,
Albania,ALB,2006,4.812741,1.5258485,
Albania,ALB,2007,5.4558387,1.609188,
Albania,ALB,2008,5.018099,1.2863678,
Albania,ALB,2009,5.320408,0.47798258,
Albania,ALB,2010,7.401813,0.75637895,
Albania,ALB,2011,8.528817,1.2441598,
Albania,ALB,2012,9.032175,1.8032733,
Albania,ALB,2013,7.1817775,1.3899463,
Albania,ALB,2014,8.432802,0.8348578,
Albania,ALB,2015,3.3200026,1.1136644,Europe
Albania,ALB,2016,4.2916555,1.1835152,
Albania,ALB,2017,3.1181262,0.9051787,
Albania,ALB,2018,3.5386956,1.0447109,
Albania,ALB,2019,3.6144104,0.9057984,
Albania,ALB,2020,3.6268096,0.6280173,
Albania,ALB,2021,3.7869358,0.8398921,
Algeria,DZA,2012,1.0265324,0.28470418,
Algeria,DZA,2013,0.87759626,0.20934504,
Algeria,DZA,2014,2.487979,0.44979757,
Algeria,DZA,2015,2.357059,0.3661507,Africa
Algeria,DZA,2016,2.2718081,0.37911308,
Algeria,DZA,2017,2.2326846,0.27756804,
Algeria,DZA,2018,2.2562795,0.41819835,
Algeria,DZA,2019,1.990173,0.41053125,
Algeria,DZA,2020,2.4036615,0.57226574,
Algeria,DZA,2021,2.3780692,0.7379827,
American Samoa,ASM,2016,0,0,
American Samoa,ASM,2017,24.291006,4.0383644,
American Samoa,ASM,2018,49.72238,4.1169205,
American Samoa,ASM,2019,0,0,
American Samoa,ASM,2015,,,Oceania
Americas (UN),,2000,27.929867,3.2988179,
Americas (UN),,2001,29.21018,3.5465481,
Americas (UN),,2002,29.351204,3.4828568,
Americas (UN),,2003,29.106739,3.3804183,
Americas (UN),,2004,27.213102,3.2055676,
Americas (UN),,2005,26.70108,3.1654685,
Americas (UN),,2006,27.230465,3.1282773,
Americas (UN),,2007,26.545637,3.0198183,
Americas (UN),,2008,28.353941,3.1185722,
Americas (UN),,2009,29.58988,3.3550196,
Americas (UN),,2010,30.176449,3.4038317,
Americas (UN),,2011,30.627401,3.50171,
Americas (UN),,2012,30.858852,3.5072324,
Americas (UN),,2013,29.932611,3.3927472,
Americas (UN),,2014,29.45706,3.330867,
Americas (UN),,2015,28.964785,3.2711084,
Americas (UN),,2016,30.23073,3.4462934,
Americas (UN),,2017,30.620438,3.611648,
Americas (UN),,2018,29.567179,3.5024092,
Americas (UN),,2019,27.196405,3.2841473,
Americas (UN),,2020,27.163603,3.282308,
Americas (UN),,2021,26.87314,3.351651,
Andorra,AND,2007,0,0,
Andorra,AND,2008,0,2.7127104,
Andorra,AND,2009,0,0,
Andorra,AND,2010,0,0,
Andorra,AND,2011,2.8032799,0,
Andorra,AND,2012,0,0,
Andorra,AND,2013,0,0,
Andorra,AND,2014,0,0,
Andorra,AND,2015,0,0,Europe
Andorra,AND,2020,5.048529,,
Angola,AGO,2015,,,Africa
Anguilla,AIA,1991,23.369946,0,
Anguilla,AIA,1993,0,21.746222,
Anguilla,AIA,2000,18.368847,0,
Anguilla,AIA,2008,15.983377,0,
Anguilla,AIA,2009,15.7207985,0,
Anguilla,AIA,2013,14.857738,0,
Anguilla,AIA,2015,,,North America
Antarctica,ATA,2015,,,Antarctica
Antigua and Barbuda,ATG,1990,0,3.0456235,
Antigua and Barbuda,ATG,1991,3.2554734,6.07598,
Antigua and Barbuda,ATG,1992,3.208007,2.9862335,
Antigua and Barbuda,ATG,1993,12.649422,0,
Antigua and Barbuda,ATG,1994,12.461641,2.8593078,
Antigua and Barbuda,ATG,1995,15.328489,5.589871,
Antigua and Barbuda,ATG,1996,6.029363,2.7302263,
Antigua and Barbuda,ATG,1997,2.9642804,0,
Antigua and Barbuda,ATG,2001,17.365229,1.9259791,
Antigua and Barbuda,ATG,2002,10.330294,3.056683,
Antigua and Barbuda,ATG,2008,27.94183,11.393804,
Antigua and Barbuda,ATG,2015,9.334235,2.1237059,North America
Antigua and Barbuda,ATG,2016,16.212523,4.2204776,
Antigua and Barbuda,ATG,2017,41.41692,4.196523,
Antigua and Barbuda,ATG,2018,20.587664,6.2617407,
Antigua and Barbuda,ATG,2019,4.549487,2.076606,
Antigua and Barbuda,ATG,2020,18.085022,2.0648997,
Antigua and Barbuda,ATG,2021,24.712992,10.265149,
Argentina,ARG,2015,11.447357,1.7707825,South America
Argentina,ARG,2017,8.754653,1.8337847,
Argentina,ARG,2018,9.041722,1.7657576,
Argentina,ARG,2019,8.554004,1.805937,
Argentina,ARG,2020,9.167151,1.6315559,
Argentina,ARG,2021,7.9634733,1.3472174,
Armenia,ARM,1990,9.027738,1.2407959,
Armenia,ARM,1991,8.926263,1.5937531,
Armenia,ARM,1993,12.9094305,2.9994042,
Armenia,ARM,1994,8.223708,1.3928211,
Armenia,ARM,1995,6.127272,1.0967488,
Armenia,ARM,1996,5.80478,1.3285398,
Armenia,ARM,1997,5.0473776,1.2593378,
Armenia,ARM,1998,5.0474935,0.9090192,
Armenia,ARM,1999,4.6626225,1.1415657,
Armenia,ARM,2000,4.3539433,1.545975,
Armenia,ARM,2001,4.713852,1.1094686,
Armenia,ARM,2002,3.3828914,1.1909264,
Armenia,ARM,2003,4.499986,0.6634455,
Armenia,ARM,2004,4.24809,1.3498544,
Armenia,ARM,2005,3.3002477,0.67771107,
Armenia,ARM,2006,3.7564263,1.6093382,
Armenia,ARM,2007,4.58127,0.8087592,
Armenia,ARM,2008,5.1055827,1.6476126,
Armenia,ARM,2009,5.2514515,1.5691227,
Armenia,ARM,2010,3.3846662,0.6300314,
Armenia,ARM,2011,3.858792,1.201464,
Armenia,ARM,2012,3.4382677,1.2051723,
Armenia,ARM,2013,3.3102818,1.2085034,
Armenia,ARM,2014,3.9359694,1.2748752,
Armenia,ARM,2015,4.112312,1.3414549,Asia
Armenia,ARM,2016,5.2899203,0.8965925,
Armenia,ARM,2017,4.555902,0.7065324,
Armenia,ARM,2018,3.0350325,0.70896274,
Armenia,ARM,2019,4.9420776,0.6469,
Armenia,ARM,2020,2.8446984,1.038896,
Armenia,ARM,2021,3.7405536,0.9123642,
Aruba,ABW,1990,0,0,
Aruba,ABW,1995,16.0748,0,
Aruba,ABW,1999,2.3914006,2.219731,
Aruba,ABW,2001,4.59638,4.239264,
Aruba,ABW,2002,9.101355,2.0906725,
Aruba,ABW,2003,6.7678843,2.0672262,
Aruba,ABW,2004,4.4780297,0,
Aruba,ABW,2005,11.0941,2.0237179,
Aruba,ABW,2006,8.773662,1.9993802,
Aruba,ABW,2007,6.500471,0,
Aruba,ABW,2008,8.560911,1.9503822,
Aruba,ABW,2009,6.3435006,1.9260587,
Aruba,ABW,2010,8.358147,0,
Aruba,ABW,2011,4.140144,0,
Aruba,ABW,2012,6.168778,1.8698754,
Aruba,ABW,2013,10.219306,1.8534651,
Aruba,ABW,2014,4.0657845,0,
Aruba,ABW,2015,,,North America
Asia (UN),,2000,4.702821,1.9798492,
Asia (UN),,2001,4.5757513,1.9430233,
Asia (UN),,2002,4.4749866,1.8694957,
Asia (UN),,2003,4.3483157,1.8208758,
Asia (UN),,2004,4.292769,1.8720964,
Asia (UN),,2005,4.1218753,1.7616504,
Asia (UN),,2006,3.986799,1.7185158,
Asia (UN),,2007,3.8392196,1.7371639,
Asia (UN),,2008,3.7882774,1.7196202,
Asia (UN),,2009,3.665491,1.7798702,
Asia (UN),,2010,3.6187088,1.6983248,
Asia (UN),,2011,3.6543245,1.7490569,
Asia (UN),,2012,3.6300247,1.7374896,
Asia (UN),,2013,3.5412169,1.6951205,
Asia (UN),,2014,3.5012662,1.6796373,
Asia (UN),,2015,3.2449572,1.5152481,
Asia (UN),,2016,3.079106,1.520485,
Asia (UN),,2017,2.8961947,1.453179,
Asia (UN),,2018,2.7571702,1.4228587,
Asia (UN),,2019,2.63035,1.4221421,
Asia (UN),,2020,2.6416936,1.3702958,
Asia (UN),,2021,3.1660497,1.4584241,
Australia,AUS,1990,2.77598,1.614696,
Australia,AUS,1991,2.2884953,1.6507348,
Australia,AUS,1992,2.1151752,1.3350888,
Australia,AUS,1993,2.4433784,1.3385304,
Australia,AUS,1994,2.3140113,1.2850443,
Australia,AUS,1995,2.4139695,1.5451862,
Australia,AUS,1996,2.662371,1.2329849,
Australia,AUS,1997,2.6481802,1.3142613,
Australia,AUS,1998,2.4632034,1.1367058,
Australia,AUS,1999,2.8010464,1.3051562,
Australia,AUS,2000,2.3941777,1.4200563,
Australia,AUS,2001,2.4182954,1.1965946,
Australia,AUS,2002,2.5335326,1.234778,
Australia,AUS,2003,2.1034465,0.97109926,
Australia,AUS,2004,1.7235231,0.9221725,
Australia,AUS,2005,1.6438298,0.92911583,
Australia,AUS,2006,1.8505594,0.9015768,
Australia,AUS,2007,1.6386386,0.814531,
Australia,AUS,2008,1.5136849,0.94590175,
Australia,AUS,2009,1.7328663,0.70007074,
Australia,AUS,2010,1.2498535,0.85007226,
Australia,AUS,2011,1.419905,0.80145836,
Australia,AUS,2012,1.4145734,0.72689444,
Australia,AUS,2013,1.3134555,0.8092712,
Australia,AUS,2014,1.2772624,0.79633987,
Australia,AUS,2015,1.276442,0.7088958,Oceania
Australia,AUS,2016,1.2242204,0.6563801,
Australia,AUS,2017,1.1804482,0.50840986,
Australia,AUS,2018,1.0895755,0.66724473,
Australia,AUS,2019,1.2401701,0.5321542,
Australia,AUS,2020,1.1775595,0.572231,
Australia,AUS,2021,1.0957628,0.37538284,
Austria,AUT,1990,1.336609,0.9960134,
Austria,AUT,1991,1.509696,1.1605209,
Austria,AUT,1992,1.4392147,1.0499792,
Austria,AUT,1993,1.18955,0.84705675,
Austria,AUT,1994,0.92989844,1.2756425,
Austria,AUT,1995,1.0415232,0.925496,
Austria,AUT,1996,1.2621657,1.2271076,
Austria,AUT,1997,0.7461554,0.9051615,
Austria,AUT,1998,1.1203502,0.8207029,
Austria,AUT,1999,0.7311414,0.76920205,
Austria,AUT,2000,0.7337296,1.2952437,
Austria,AUT,2001,0.72390187,1.0084977,
Austria,AUT,2002,0.69740325,0.9054121,
Austria,AUT,2003,0.6749166,0.55997646,
Austria,AUT,2004,0.6824476,0.75943637,
Austria,AUT,2005,0.74566716,0.571906,
Austria,AUT,2006,0.7923308,0.68615943,
Austria,AUT,2007,0.51461756,0.56894904,
Austria,AUT,2008,0.7161401,0.6788955,
Austria,AUT,2009,0.56290925,0.6571945,
Austria,AUT,2010,0.68756515,0.76914334,
Austria,AUT,2011,1.0273151,0.8134101,
Austria,AUT,2012,1.0460391,0.8798554,
Austria,AUT,2013,0.7730629,0.6681781,
Austria,AUT,2014,0.47872388,0.5036293,
Austria,AUT,2015,0.6373323,0.3858364,Europe
Austria,AUT,2016,0.53582203,0.69756716,
Austria,AUT,2017,0.76292014,0.8273684,
Austria,AUT,2018,0.96600527,0.97936434,
Austria,AUT,2019,0.8470797,0.88652647,
Austria,AUT,2020,0.6388535,0.817693,
Austria,AUT,2021,0.56933206,0.88281286,
Austria-Hungary,OWID_AUH,2015,,,Europe
Azerbaijan,AZE,2010,3.1813214,1.3161298,
Azerbaijan,AZE,2011,2.9622257,1.5730288,
Azerbaijan,AZE,2012,3.0913923,1.2014549,
Azerbaijan,AZE,2013,3.194998,1.4319787,
Azerbaijan,AZE,2014,3.1084166,1.7581288,
Azerbaijan,AZE,2015,2.8615599,1.4382771,Asia
Azerbaijan,AZE,2016,1.9933887,1.4031631,
Azerbaijan,AZE,2017,2.13461,1.4885067,
Azerbaijan,AZE,2018,2.6355722,1.2635783,
Azerbaijan,AZE,2019,2.13815,1.1579306,
Azerbaijan,AZE,2020,2.9737985,1.5171098,
Azerbaijan,AZE,2021,2.5151162,1.3208866,
Baden,OWID_BAD,2015,,,Europe
Bahamas,BHS,1993,20.490934,4.091695,
Bahamas,BHS,1994,32.173138,3.7220275,
Bahamas,BHS,1995,22.683607,4.368577,
Bahamas,BHS,1996,29.123215,4.8014297,
Bahamas,BHS,1997,25.763506,4.33021,
Bahamas,BHS,2000,36.226147,9.898212,
Bahamas,BHS,2001,23.508362,3.0593731,
Bahamas,BHS,2002,24.403086,7.1529465,
Bahamas,BHS,2003,26.670788,3.4578943,
Bahamas,BHS,2004,25.143076,1.1360699,
Bahamas,BHS,2005,26.008417,4.478581,
Bahamas,BHS,2006,32.67926,2.7578294,
Bahamas,BHS,2007,40.328156,4.345689,
Bahamas,BHS,2008,37.537323,3.743916,
Bahamas,BHS,2009,43.221035,5.26586,
Bahamas,BHS,2010,44.890892,6.7415323,
Bahamas,BHS,2011,60.837585,8.184269,
Bahamas,BHS,2012,54.273643,5.055369,
Bahamas,BHS,2013,54.89567,7.5058923,
Bahamas,BHS,2014,59.26021,5.450361,
Bahamas,BHS,2015,68.83624,7.849159,North America
Bahamas,BHS,2016,54.667645,3.4024186,
Bahamas,BHS,2017,60.57726,2.8911622,
Bahamas,BHS,2018,45.67727,1.4336883,
Bahamas,BHS,2019,45.938686,2.846023,
Bahamas,BHS,2020,31.875624,5.1895237,
Bahamas,BHS,2021,57.940548,2.8185158,
Bahrain,BHR,2010,0.13262609,0.2175592,
Bahrain,BHR,2011,1.4592556,0.21821292,
Bahrain,BHR,2012,1.045173,0.21762028,
Bahrain,BHR,2013,1.2702235,0.21078813,
Bahrain,BHR,2014,1.1101463,0,
Bahrain,BHR,2015,0.35642174,0,Asia
Bahrain,BHR,2016,0.3420653,0.18774566,
Bahrain,BHR,2017,0.54812723,0.18360853,
Bahrain,BHR,2018,0.5364841,0,
Bahrain,BHR,2019,0.32140234,0.17832337,
Bahrain,BHR,2020,0,0,
Bahrain,BHR,2021,0,0.18030493,
Bangladesh,BGD,2015,,,Asia
Barbados,BRB,1990,18.474564,8.186199,
Barbados,BRB,1991,9.616887,6.6854105,
Barbados,BRB,1992,14.385212,2.9611206,
Barbados,BRB,1993,12.754086,3.6887982,
Barbados,BRB,1994,11.135282,4.4122515,
Barbados,BRB,1995,9.527855,3.666845,
Barbados,BRB,2000,11.824058,3.628526,
Barbados,BRB,2001,16.149952,3.2298405,
Barbados,BRB,2002,13.713713,5.4016876,
Barbados,BRB,2003,17.182198,7.8875947,
Barbados,BRB,2004,16.443027,0.6282954,
Barbados,BRB,2005,15.402013,6.5111694,
Barbados,BRB,2006,25.913773,1.0774556,
Barbados,BRB,2007,14.661003,4.229865,
Barbados,BRB,2008,14.603758,2.8063874,
Barbados,BRB,2009,12.251805,2.094994,
Barbados,BRB,2010,17.551691,5.5683355,
Barbados,BRB,2011,19.01155,1.3890095,
Barbados,BRB,2012,15.161278,1.3861696,
Barbados,BRB,2013,12.849244,4.84223,
Barbados,BRB,2014,16.582623,2.0714798,
Barbados,BRB,2015,21.051128,2.0679173,North America
Barbados,BRB,2016,14.999868,1.3763251,
Barbados,BRB,2017,20.951105,1.3741691,
Barbados,BRB,2018,17.91894,2.7443876,
Barbados,BRB,2019,32.036358,3.4256666,
Barbados,BRB,2020,28.246908,2.052475,
Barbados,BRB,2021,19.283041,4.099313,
Bavaria,OWID_BAV,2015,,,Europe
Belarus,BLR,2007,9.375189,4.206463,
Belarus,BLR,2008,8.127699,3.4871786,
Belarus,BLR,2009,6.388665,3.7829063,
Belarus,BLR,2010,5.87811,2.6037803,
Belarus,BLR,2011,5.6980495,2.2438657,
Belarus,BLR,2012,4.7730355,2.4183197,
Belarus,BLR,2013,5.132512,1.9770054,
Belarus,BLR,2014,4.9979076,2.2256913,
Belarus,BLR,2015,4.6825256,2.2239904,Europe
Belarus,BLR,2016,4.4784775,2.0306602,
Belarus,BLR,2017,3.253601,1.8005798,
Belarus,BLR,2018,3.16941,1.6106627,
Belarus,BLR,2019,3.088843,1.6710591,
Belgium,BEL,2000,2.5634816,1.5887483,
Belgium,BEL,2001,3.554054,1.9518354,
Belgium,BEL,2002,3.6897826,2.4971242,
Belgium,BEL,2003,2.6678035,1.7734977,
Belgium,BEL,2004,2.7662644,2.368412,
Belgium,BEL,2005,2.5024998,1.7168846,
Belgium,BEL,2006,2.5712838,1.625081,
Belgium,BEL,2007,2.3702009,1.6066718,
Belgium,BEL,2008,2.505304,1.3040936,
Belgium,BEL,2009,2.131866,1.3826572,
Belgium,BEL,2010,2.2415898,1.2526442,
Belgium,BEL,2011,2.263949,1.6542735,
Belgium,BEL,2012,2.359376,1.3755369,
Belgium,BEL,2013,1.9482254,1.7479602,
Belgium,BEL,2014,2.3477902,1.4258692,
Belgium,BEL,2015,2.277758,1.8367728,Europe
Belgium,BEL,2016,1.9210753,1.1658177,
Belgium,BEL,2017,1.890449,1.5924239,
Belgium,BEL,2018,2.0733619,1.2574096,
Belgium,BEL,2019,1.60271,0.94296193,
Belgium,BEL,2021,1.9878479,0.18718387,
Belize,BLZ,2004,47.45703,10.357903,
Belize,BLZ,2009,55.962914,5.7352786,
Belize,BLZ,2010,70.00912,10.023154,
Belize,BLZ,2011,67.825554,7.298915,
Belize,BLZ,2012,77.48224,8.333929,
Belize,BLZ,2013,51.425022,5.8268266,
Belize,BLZ,2014,62.690083,6.8464427,
Belize,BLZ,2015,60.78507,5.0305886,North America
Belize,BLZ,2016,66.55916,8.218525,
Belize,BLZ,2017,69.463776,5.91061,
Belize,BLZ,2018,64.4628,10.015445,
Belize,BLZ,2019,59.710938,8.801404,
Belize,BLZ,2020,45.772346,5.6090827,
Belize,BLZ,2021,56.65145,5.5331855,
Benin,BEN,2015,,,Africa
Bermuda,BMU,1990,3.5277724,0,
Bermuda,BMU,1991,10.522993,0,
Bermuda,BMU,1992,0,3.3744454,
Bermuda,BMU,1996,10.238383,3.2745016,
Bermuda,BMU,2004,0,3.1070375,
Bermuda,BMU,2005,6.5236893,0,
Bermuda,BMU,2009,16.228233,3.0728574,
Bermuda,BMU,2010,22.68529,0,
Bermuda,BMU,2011,19.419046,6.128296,
Bermuda,BMU,2012,19.410566,0,
Bermuda,BMU,2013,16.192234,0,
Bermuda,BMU,2014,9.73947,3.0719607,
Bermuda,BMU,2015,13.027407,0,North America
Bermuda,BMU,2016,26.10455,0,
Bermuda,BMU,2017,16.284788,0,
Bermuda,BMU,2019,0,0,
Bhutan,BTN,2015,2.530454,0.5745674,Asia
Bhutan,BTN,2016,1.2542818,1.139189,
Bhutan,BTN,2017,2.2397,1.129044,
Bhutan,BTN,2018,1.7299777,0.55949223,
Bhutan,BTN,2019,1.4738284,0.55500674,
Bhutan,BTN,2020,3.419576,1.3770368,
Bolivia,BOL,2008,13.865705,2.80146,
Bolivia,BOL,2015,5.987156,3.5017836,South America
Bolivia,BOL,2016,7.009529,3.8933458,
Bolivia,BOL,2017,8.36735,4.272904,
Bolivia,BOL,2018,5.7606053,3.7581065,
Bolivia,BOL,2019,4.8340244,3.3441854,
Bolivia,BOL,2020,3.9050274,2.5740733,
Bolivia,BOL,2021,3.7632785,2.9065301,
Bonaire Sint Eustatius and Saba,BES,2015,,,North America
Bosnia and Herzegovina,BIH,1990,2.5590477,0.70580363,
Bosnia and Herzegovina,BIH,2000,3.8750677,0.9342843,
Bosnia and Herzegovina,BIH,2001,2.5898128,1.349809,
Bosnia and Herzegovina,BIH,2002,3.1726198,1.1629908,
Bosnia and Herzegovina,BIH,2009,2.9601212,0.75531155,
Bosnia and Herzegovina,BIH,2010,2.4740992,0.5123409,
Bosnia and Herzegovina,BIH,2011,1.9165926,0.83464444,
Bosnia and Herzegovina,BIH,2012,2.175722,1.2753303,
Bosnia and Herzegovina,BIH,2013,1.8123653,0.75597626,
Bosnia and Herzegovina,BIH,2014,2.2346618,0.6024634,
Bosnia and Herzegovina,BIH,2015,2.2609777,1.0003299,Europe
Bosnia and Herzegovina,BIH,2016,1.7584283,0.84510994,
Bosnia and Herzegovina,BIH,2017,1.8957088,0.570775,
Bosnia and Herzegovina,BIH,2018,1.8560246,0.4624565,
Bosnia and Herzegovina,BIH,2019,1.9364552,0.585409,
Bosnia and Herzegovina,BIH,2020,2.3272128,0.29663855,
Bosnia and Herzegovina,BIH,2021,1.5526335,0.42148983,
Botswana,BWA,2020,,8.839306,
Botswana,BWA,2021,,7.629581,
Botswana,BWA,2015,,,Africa
Bouvet Island,BVT,2015,,,Antarctica
Brazil,BRA,1990,35.942776,3.1281905,
Brazil,BRA,1991,33.655205,3.2423031,
Brazil,BRA,1992,30.6895,2.7997725,
Brazil,BRA,1993,32.543255,3.014979,
Brazil,BRA,1994,34.093166,3.2108176,
Brazil,BRA,1995,38.13797,3.702216,
Brazil,BRA,1996,42.694878,4.4011707,
Brazil,BRA,1997,44.119583,4.222313,
Brazil,BRA,1998,45.28786,4.0619187,
Brazil,BRA,1999,45.747093,4.0409184,
Brazil,BRA,2000,47.747856,4.217494,
Brazil,BRA,2001,49.926773,4.2799034,
Brazil,BRA,2002,51.27118,4.244673,
Brazil,BRA,2003,52.150936,4.266029,
Brazil,BRA,2004,48.77684,4.1041136,
Brazil,BRA,2005,47.33116,4.1114893,
Brazil,BRA,2006,48.349716,4.207847,
Brazil,BRA,2007,46.627647,3.9082377,
Brazil,BRA,2008,48.434803,4.125493,
Brazil,BRA,2009,49.127613,4.3263617,
Brazil,BRA,2010,49.352924,4.486338,
Brazil,BRA,2011,48.783726,4.4931173,
Brazil,BRA,2012,52.362354,4.655458,
Brazil,BRA,2013,52.3102,4.656802,
Brazil,BRA,2014,54.68473,4.6807313,
Brazil,BRA,2015,52.93307,4.433693,South America
Brazil,BRA,2016,55.469658,4.420113,
Brazil,BRA,2017,57.279625,4.6546116,
Brazil,BRA,2018,49.667915,4.2270474,
Brazil,BRA,2019,38.674683,3.4654405,
Brazil,BRA,2020,41.783066,3.5289664,
British Indian Ocean Territory,IOT,2015,,,Asia
British Virgin Islands,VGB,1990,0,13.15876,
British Virgin Islands,VGB,1992,0,0,
British Virgin Islands,VGB,1993,0,0,
British Virgin Islands,VGB,1994,0,0,
British Virgin Islands,VGB,1995,22.036139,0,
British Virgin Islands,VGB,1996,21.486893,0,
British Virgin Islands,VGB,1999,0,10.499239,
British Virgin Islands,VGB,2001,9.444654,0,
British Virgin Islands,VGB,2002,9.216166,0,
British Virgin Islands,VGB,2003,8.982708,9.21744,
British Virgin Islands,VGB,2004,26.226068,8.868,
British Virgin Islands,VGB,2006,8.242324,8.203445,
British Virgin Islands,VGB,2015,,,North America
Brunei,BRN,1996,3.6983047,2.0839195,
Brunei,BRN,1997,3.6209362,1.3558218,
Brunei,BRN,1998,2.3649888,0,
Brunei,BRN,1999,1.1592255,1.2943685,
Brunei,BRN,2000,1.136903,1.2657427,
Brunei,BRN,2015,,,Asia
Bulgaria,BGR,1990,4.071797,1.1770575,
Bulgaria,BGR,1991,6.637273,2.078662,
Bulgaria,BGR,1992,8.566987,2.2612202,
Bulgaria,BGR,1993,9.525435,2.0652533,
Bulgaria,BGR,1994,9.480332,2.246016,
Bulgaria,BGR,1995,10.126852,1.7887169,
Bulgaria,BGR,1996,8.735995,1.9140408,
Bulgaria,BGR,1997,7.554768,2.195261,
Bulgaria,BGR,1998,7.078019,2.3409147,
Bulgaria,BGR,1999,6.0756183,2.0800486,
Bulgaria,BGR,2000,6.015084,2.3191183,
Bulgaria,BGR,2001,6.359929,1.4852053,
Bulgaria,BGR,2002,5.163219,1.3709002,
Bulgaria,BGR,2003,5.115427,1.2643424,
Bulgaria,BGR,2004,4.9303107,1.4023392,
Bulgaria,BGR,2005,3.902665,1.2844058,
Bulgaria,BGR,2006,3.5250897,1.3427991,
Bulgaria,BGR,2007,3.7323027,0.9512383,
Bulgaria,BGR,2008,3.6699638,0.90699416,
Bulgaria,BGR,2009,3.1170874,0.8871104,
Bulgaria,BGR,2010,3.2955368,0.68866307,
Bulgaria,BGR,2011,2.6847606,0.77063423,
Bulgaria,BGR,2012,2.8683412,0.9579152,
Bulgaria,BGR,2013,2.0835688,0.8873637,
Bulgaria,BGR,2014,2.4076428,0.6841776,
Bulgaria,BGR,2015,2.7382147,0.76988435,Europe
Bulgaria,BGR,2016,1.6228155,0.58924985,
Bulgaria,BGR,2017,1.9529272,0.94582427,
Bulgaria,BGR,2018,1.5646317,1.0365129,
Bulgaria,BGR,2019,1.753917,0.6333266,
Bulgaria,BGR,2020,1.2702059,0.72344875,
Bulgaria,BGR,2021,1.796755,0.7895077,
Burkina Faso,BFA,2015,,,Africa
Burundi,BDI,2013,8.409415,1.8947157,
Burundi,BDI,2014,8.878637,1.927652,
Burundi,BDI,2015,7.199559,1.4424734,Africa
Burundi,BDI,2016,9.467691,2.2382104,
Cambodia,KHM,2015,,,Asia
Cameroon,CMR,2015,5.835735,1.6625112,Africa
Cameroon,CMR,2016,5.6707945,0.9834654,
Cameroon,CMR,2017,6.5965676,1.6509548,
Cameroon,CMR,2020,6.820267,2.2664876,
Canada,CAN,1990,3.0705593,1.6921936,
Canada,CAN,1991,3.4389822,1.956365,
Canada,CAN,1992,3.522586,1.6655803,
Canada,CAN,1993,3.0009038,1.3817098,
Canada,CAN,1994,2.727561,1.3985336,
Canada,CAN,1995,2.7326934,1.2902138,
Canada,CAN,1996,2.9141753,1.3861122,
Canada,CAN,1997,2.6198251,1.3153127,
Canada,CAN,1998,2.5030282,1.2186791,
Canada,CAN,1999,2.47334,1.0866747,
Canada,CAN,2000,2.6131551,0.9618519,
Canada,CAN,2001,2.5506608,1.0373019,
Canada,CAN,2002,2.4163249,1.3098811,
Canada,CAN,2003,2.5055735,0.9806557,
Canada,CAN,2004,2.6875088,1.2424084,
Canada,CAN,2005,3.0312827,1.1077552,
Canada,CAN,2006,2.7659512,0.9873705,
Canada,CAN,2007,2.6461997,1.0015113,
Canada,CAN,2008,2.8366714,0.8773195,
Canada,CAN,2009,2.6908712,0.95603234,
Canada,CAN,2010,2.3882976,0.90477455,
Canada,CAN,2011,2.5215886,1.0398346,
Canada,CAN,2012,2.278783,0.89767045,
Canada,CAN,2013,2.0582566,0.8545398,
Canada,CAN,2014,2.1120508,0.8632896,
